country_name;country_iso2;state_id;state_name;state_iso2;city_id;city_name;latitude;longitude
India;IN;4007;Haryana;HR;58152;Bawal;28.07184;76.58312
India;IN;4007;Haryana;HR;58164;Buriya;30.15911;77.35814
India;IN;4007;Haryana;HR;58200;Charkhi Dadri;28.59166;76.27161
India;IN;4007;Haryana;HR;131528;Chhachhrauli;30.24492;77.36027
India;IN;4007;Haryana;HR;131638;Dabwali;29.94906;74.73832
India;IN;4007;Haryana;HR;131757;Dharuhera;28.20553;76.79691
India;IN;4007;Haryana;HR;131831;Ellenabad;29.45282;74.66122
India;IN;4007;Haryana;HR;131853;Faridabad;28.41124;77.31316
India;IN;4007;Haryana;HR;131856;Farrukhnagar;28.44745;76.82391
India;IN;4007;Haryana;HR;131872;Fatehabad;29.51525;75.45554
India;IN;4007;Haryana;HR;131882;Firozpur Jhirka;27.78853;76.94496
India;IN;4007;Haryana;HR;131937;Gharaunda;29.53692;76.97142
India;IN;4007;Haryana;HR;131968;Gohana;29.13777;76.70247
India;IN;4007;Haryana;HR;131991;Gorakhpur;29.44768;75.67206
India;IN;4007;Haryana;HR;132032;Gurgaon;28.43891;77.00592
India;IN;4007;Haryana;HR;132084;Hasanpur;27.96944;77.49544
India;IN;4007;Haryana;HR;132106;Hisar;29.15394;75.72294
India;IN;4007;Haryana;HR;132109;Hodal;27.89196;77.36744
India;IN;4007;Haryana;HR;132141;Hansi;29.10239;75.96253
India;IN;4007;Haryana;HR;132163;Inda Chhoi;29.64042;75.79041
India;IN;4007;Haryana;HR;132167;Indri;29.87999;77.05972
India;IN;4007;Haryana;HR;132194;Jagadhri;30.16719;77.30367
India;IN;4007;Haryana;HR;132266;Jhajjar;28.6063;76.6565
India;IN;4007;Haryana;HR;132305;Jakhal;29.79627;75.82392
India;IN;4007;Haryana;HR;132315;Jind;29.31577;76.31502
India;IN;4007;Haryana;HR;132340;Kaithal;29.80153;76.39959
India;IN;4007;Haryana;HR;132360;Kalanaur;28.82823;76.3955
India;IN;4007;Haryana;HR;132389;Kanina Khas;28.33093;76.31099
India;IN;4007;Haryana;HR;132405;Karnal;29.66667;76.83333
India;IN;4007;Haryana;HR;132478;Kharkhauda;28.8787;76.91069
India;IN;4007;Haryana;HR;132493;Kheri Sampla;28.7781;76.7756
India;IN;4007;Haryana;HR;132662;Kurukshetra;30.0;76.75
India;IN;4007;Haryana;HR;132688;Kalanwali;29.83573;74.9717
India;IN;4007;Haryana;HR;132772;Loharu;28.42993;75.80779
India;IN;4007;Haryana;HR;132789;Ladwa;29.9935;77.04563
India;IN;4007;Haryana;HR;132825;Maham;28.96912;76.29495
India;IN;4007;Haryana;HR;132832;Mahendragarh;28.25;76.16667
India;IN;4007;Haryana;HR;132892;Mandholi Kalan;28.7085;75.68296
India;IN;4007;Haryana;HR;133047;Mustafabad;30.2022;77.14873
India;IN;4007;Haryana;HR;133175;Narwana;29.59903;76.11927
India;IN;4007;Haryana;HR;133176;Narayangarh;30.47798;77.12804
India;IN;4007;Haryana;HR;133272;Narnaul;28.04444;76.10833
India;IN;4007;Haryana;HR;133273;Narnaund;29.22047;76.14278
